food_id,food_type,food_name_th,food_name_en,food_group,food_subgroup,energy,water,protein,fat,carbohydrate,fibre,ash,calcium,phosphorus,magnesium,sodium,potassium,iron,copper,zinc,iodine,selenium,betacarotene,retinol,vitamin_A,thiamin,riboflavin,niacin,vitamin_C,vitamin_E,folate,cobalamin,sugar,cholesterol,sfa,sfa_4_0,sfa_6_0,sfa_8_0,sfa_10_0,sfa_12_0,sfa_14_0,sfa_16_0,sfa_18_0,mufa,mufa_16_1,mufa_18_1,mufa_20_1,mufa_22_1,pufa,pufa_18_2,pufa_18_3,pufa_18_4,pufa_20_4,pufa_20_5,pufa_22_5,pufa_22_6,asparticacid,threonine,serine,glutamic_acid,proline,glycine,alanine,cystine,valine,methionine,isoleucine,leucine,tryrosine,phenylalanine,histidine,lysine,arginine,total_amino_acid,catechin,epicatechin,gallic,energy_fat,fat_all,fat_saturated
08016,foundation,ไข่มดแดง,"Egg, red ant",ไข่,ไม่ระบุ,76,83.6,8.51,2.96,3.95,0,1.01,6,91,25,51,200,2.93,0.31,1.97,15.00,,52,8.19,12,0.06,0.44,0.80,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08017,foundation,ไข่มดแดงและตัวอ่อน,"Red ant, larva and egg",ไข่,ไม่ระบุ,74,84,8.20,2.60,4.50,0,0.70,,47,,,,0.30,,,,,,,,0.16,4.68,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08020,foundation,"ไข่ปู, นึ่ง ()",,ไข่,ไม่ระบุ,286,35.4,6.76,6.70,49.62,0,1.54,236,287,34,139,57,1.30,2.65,5.95,,,887,,74,,,,1,26.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09001,foundation,"นม, พาสเจอร์ไรส์, รสธรรมชาติ","Milk, whole, pasteurised, plain",นมและผลิตภัณฑ์,ไม่ระบุ,65,87.2,3.10,3.49,5.55,0,0.70,100,89,,44,,0.07,,,9.00,,18,68.00,69,0.03,0.21,0.40,tr,0.22,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09004,foundation,"นม, ยูเอชที, รสหวาน","Milk, whole, UHT, sweetened",นมและผลิตภัณฑ์,ไม่ระบุ,69,86.7,3.30,3.80,5.50,0,0.70,101,88,,,,0.10,,,6.00,,13,36.00,37,0.03,0.20,0.40,tr,0.14,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09002,foundation,"นม, พาสเจอร์ไรส์, รสหวาน","Milk, whole, pasteurised, sweetened",นมและผลิตภัณฑ์,ไม่ระบุ,78,83.6,3.00,3.20,9.50,0,0.70,102,82,,,,0.10,,,9.00,,13,60.00,61,0.05,0.25,0.40,tr,0.16,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08019,foundation,เต้าหู้ไข่ไก่,"Egg, steamed, soft, packed in a pouch",ไข่,ไม่ระบุ,36,91.4,4.77,1.81,0.19,0,1.87,11,,,382,,0.46,,,,,,,,tr,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08018,foundation,ไข่แมงมัน,"Subterranean ants, egg",ไข่,ไม่ระบุ,128,79.5,8.10,10.10,1.40,0,0.90,13,81,,,,5.30,,,,,54,18.00,22,0.04,1.06,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09003,foundation,"นม, ยูเอชที, รสธรรมชาติ","Milk, whole, UHT, plain",นมและผลิตภัณฑ์,ไม่ระบุ,64,88,3.30,3.90,4.10,0,0.70,122,90,,,,0.10,,,7.00,,13,36.00,37,0.04,0.21,0.30,tr,0.16,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09005,foundation,"นม, สเตอริไลส์, รสธรรมชาติ","Milk, whole, sterilized, plain",นมและผลิตภัณฑ์,ไม่ระบุ,55,89.5,3.30,3.40,3.00,0,0.80,114,92,,,,0.30,,,7.00,,5,36.00,36,0.04,0.21,0.40,tr,0.15,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09006,foundation,"นมข้นคืนรูป, ไม่หวาน, สูตรน้ำมันปาล์ม",Unsweetened recombined with palm oil condensed milk,นมและผลิตภัณฑ์,ไม่ระบุ,113,78,6.80,6.50,7.00,0,1.70,244,211,,,,0.30,,,11.00,,42,7.00,14,0.05,0.50,,tr,0.85,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09009,foundation,"นมข้นคืนรูป, หวาน, สูตรน้ำมันปาล์ม",Sweetened recombined with palm oil    condensed milk,นมและผลิตภัณฑ์,ไม่ระบุ,324,25.4,7.00,6.40,59.60,0,1.60,226,195,,,,0.20,,,32.00,,39,293.00,296,0.47,0.50,,tr,0.93,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09008,foundation,"นมข้นคืนรูป, หวาน",Sweetened recombined with palm oil  and   butter fat,นมและผลิตภัณฑ์,ไม่ระบุ,330,24.8,7.40,7.30,58.80,0,1.70,232,201,,,,0.30,,,20.00,,36,358.00,361,0.55,0.50,,tr,0.90,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09012,foundation,"นมเปรี้ยวพร้อมดื่ม, ไขมันต่ำ, ยูเอชที,          รสธรรมชาติ","Drinking yoghurt, low fat, UHT, plain",นมและผลิตภัณฑ์,ไม่ระบุ,53,86.3,1.70,0.10,11.50,0,0.40,58,43,,,,0.20,,,6.00,,0,1.00,1,0.02,0.14,0.20,tr,0.00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09011,foundation,นมคน,"Milk, human",นมและผลิตภัณฑ์,ไม่ระบุ,64,87.7,1.24,3.13,7.74,0,0.19,26,12,2,17,50,tr,tr,0.22,0.00,,0,44.20,44,0.01,0.04,0.33,0,0.17,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09007,foundation,"นมข้นคืนรูป, ไม่หวาน, สูตรมันเนย",Unsweetened recombined with  butter  fat condensed milk,นมและผลิตภัณฑ์,ไม่ระบุ,104,81.2,6.30,7.20,3.70,0,1.60,,,,,,,,,15.00,,42,371.00,374,0.06,0.50,1.20,tr,0.34,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09010,foundation,"นมข้นคืนรูป, หวาน, สูตรมันเนย",Sweetened recombined with butter fat   condensed milk,นมและผลิตภัณฑ์,ไม่ระบุ,336,24.3,7.70,8.20,58.00,0,1.80,,191,,,,0.30,,,20.00,,23,396.00,397,0.49,0.46,0.70,tr,0.36,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09013,foundation,"นมเปรี้ยวพร้อมดื่ม, ไขมันต่ำ, ยูเอชที,          รสผลไม้รวม","Drinking yoghurt, low fat, UHT, fruits flavour",นมและผลิตภัณฑ์,ไม่ระบุ,52,86.5,1.70,0.10,11.30,0,0.40,57,47,,,,0.20,,,6.00,,0,1.00,1,0.02,0.11,0.20,tr,0.00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09017,foundation,"นมเปรี้ยวพร้อมดื่ม, พาสเจอร์ไรส์, สูตรโยเกิร์ต 76.5%, รสผลไม้รวม","Drinking yoghurt, pasteurised,  fruits flavour",นมและผลิตภัณฑ์,ไม่ระบุ,70,83.6,1.80,1.30,13.00,0,0.30,,,,,,,,,8.00,,tr,14.00,14,0.04,0.11,0.30,tr,0.00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09018,foundation,"นมเปรี้ยวพร้อมดื่ม, ยูเอชที, สูตรนมสด 50%,    รสผลไม้รวม","Drinking yoghurt, UHT, 50% milk,  fruits flavour",นมและผลิตภัณฑ์,ไม่ระบุ,70,83.6,1.30,1.20,13.60,0,0.30,34,34,,,,0.40,,,9.00,,5,16.00,16,0.01,0.07,0.10,tr,0.04,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09019,foundation,"นมเปรี้ยวพร้อมดื่ม, ยูเอชที, สูตรนมสด 85%,  รสผลไม้รวม","Drinking yoghurt, UHT, 85% milk,  fruits flavour",นมและผลิตภัณฑ์,ไม่ระบุ,64,85,1.30,1.10,12.30,0,0.30,35,36,,,,0.30,,,6.00,,6,16.00,16,0.02,0.08,0.10,tr,0.04,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09014,foundation,"นมเปรี้ยวพร้อมดื่ม, พาสเจอร์ไรส์, รสธรรมชาติ ( Drinking yoghurt, pasteurised, plain)",,นมและผลิตภัณฑ์,ไม่ระบุ,62,84.7,1.50,0.60,12.85,0,0.40,45,41,,,,0.10,,,7.00,,tr,20.00,20,0.02,0.10,0.30,tr,0.04,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09016,foundation,"นมเปรี้ยวพร้อมดื่ม, พาสเจอร์ไรส์, สูตรโยเกิร์ต 35%,  รสผลไม้รวม","Drinking yoghurt, pasteurised,  fruits flavour",นมและผลิตภัณฑ์,ไม่ระบุ,66,84.2,1.60,0.90,13.00,0,0.30,,,,,,,,,5.00,,tr,20.00,20,0.04,0.05,0.40,tr,0.30,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09015,foundation,"นมเปรี้ยวพร้อมดื่ม, พาสเจอร์ไรส์, สูตรนมสด,   รสผลไม้รวม","Drinking yoghurt, pasteurised, fruits flavour",นมและผลิตภัณฑ์,ไม่ระบุ,72,83.6,1.50,1.60,13.00,0,0.30,60,40,,,,0.20,,,12.00,,tr,29.00,29,0.03,0.09,0.30,tr,0.04,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09020,foundation,"นมเปรี้ยวพร้อมดื่ม, ยูเอชที, สูตรนมสด       ผสมนมผง, รสผลไม้รวม","Drinking yoghurt, UHT, fruits flavour",นมและผลิตภัณฑ์,ไม่ระบุ,62,85.2,1.70,1.00,11.60,0,0.50,50,73,,,,0.20,,,7.00,,5,16.00,16,0.02,0.09,0.30,1,0.03,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09021,foundation,นมผง,"Milk, powder, full cream",นมและผลิตภัณฑ์,ไม่ระบุ,499,3,26.10,26.80,38.41,0,5.70,864,722,,,,1.10,,,57.00,,174,842.00,856,0.29,1.92,,,1.91,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09022,foundation,"นมผง, ขาดมันเนย","Milk, powder, non fat",นมและผลิตภัณฑ์,ไม่ระบุ,358,3.3,38.10,0.50,50.33,0,7.80,1185,923,,,,0.80,,,65.00,,0,0.00,0,0.25,3.42,1.20,,0.00,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09024,foundation,"นมพร่องมันเนย, พาสเจอร์ไรส์, รสธรรมชาติ","Milk, low fat, pasteurised, plain",นมและผลิตภัณฑ์,ไม่ระบุ,44,90.1,3.40,1.60,4.10,0,0.80,132,92,,,,0.20,,,5.00,,4,36.00,36,0.05,0.33,0.40,tr,0.06,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09023,foundation,นมชนิดเม็ด,"Milk, pressed",นมและผลิตภัณฑ์,ไม่ระบุ,476,2,13.20,20.40,60.10,0,4.30,481,454,,,,,,,,,77,143.00,149,0.21,1.07,0.80,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09025,foundation,"นมพร่องมันเนย, ยูเอชที, รสธรรมชาติ","Milk, low fat, UHT, plain",นมและผลิตภัณฑ์,ไม่ระบุ,42,90.7,3.70,1.60,3.20,0,0.80,146,99,,,,0.20,,,10.00,,0,15.00,15,0.05,0.27,0.20,tr,0.06,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09027,foundation,"นมพร่องมันเนย, ยูเอชที, สูตรนมสดผสมนมผง   พร่องมันเนย (อัตราส่วน 46:6), รสธรรมชาติ","Milk, low fat, UHT, milk mixed with  low  fat milk powder, 46:6, plain",นมและผลิตภัณฑ์,ไม่ระบุ,45,89.7,3.80,1.60,4.00,0,0.90,112,99,,,,0.30,,,8.00,,4,15.00,15,0.04,0.30,0.20,tr,0.06,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09026,foundation,"นมพร่องมันเนย, ยูเอชที, สูตรนมสดผสมนมผง  พร่องมันเนย (อัตราส่วน 22:78),  รสธรรมชาติ","Milk, low fat, UHT, milk mixed with  low fat milk powder, 22:78, plain",นมและผลิตภัณฑ์,ไม่ระบุ,40,90.1,4.20,0.90,4.00,0,0.80,,,,,,,,,8.00,,0,7.00,7,0.04,0.25,0.20,tr,0.02,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09029,foundation,"นมแพะ, ต้ม","Goat milk, boiled",นมและผลิตภัณฑ์,ไม่ระบุ,87,84.2,4.22,5.53,5.24,0,0.84,183,,15,110,219,tr,tr,,13.24,,,36.17,36,0.02,0.20,0.33,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09028,foundation,"นมแพะ, ดิบ","Goat milk, raw",นมและผลิตภัณฑ์,ไม่ระบุ,81,85.5,3.98,5.39,4.26,0,0.84,209,,14,84,187,tr,tr,,12.00,,,38.52,39,0.02,0.19,0.38,0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09031,foundation,"นมวัว, ดิบ","Cow milk, raw",นมและผลิตภัณฑ์,ไม่ระบุ,52,89.7,3.16,2.95,3.45,0,0.70,106,,9,52,161,,tr,0.39,8.35,,,21.18,21,0.02,0.23,,,0.15,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09030,foundation,"นมแพะ, พาสเจอร์ไรส์","Goat milk, pasteurised",นมและผลิตภัณฑ์,ไม่ระบุ,53,89.6,2.93,2.92,3.93,0,0.60,162,,10,86,223,tr,tr,,23.36,,,31.52,32,0.02,0.16,0.21,0,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09033,foundation,"เนยแข็ง,  เชดดาร์","Cheese, cheddar",นมและผลิตภัณฑ์,ไม่ระบุ,339,38.2,18.10,22.70,15.70,0,5.30,526,556,,,,0.50,,,19.00,,235,210.00,229,0.04,0.60,4.10,,0.82,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09032,foundation,"เนย,  ชนิดเค็ม","Butter, salted",นมและผลิตภัณฑ์,ไม่ระบุ,764,11.4,0.40,83.20,3.50,0,1.50,17,12,,,,0.20,,,13.00,,251,739.00,759,0.02,0.02,1.20,,3.26,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09036,foundation,"โยเกิร์ต, สูตรนมสดผสมนมพร่องมันเนย","Yoghurt, cream, milk mixed  with  low fat milk",นมและผลิตภัณฑ์,ไม่ระบุ,90,80.6,5.00,3.20,10.40,0,0.80,,,,,,,,,16.00,,14,28.00,29,0.04,0.42,0.40,tr,0.09,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09034,foundation,"โยเกิร์ต, ไขมันต่ำ, รสผลไม้รวม","Yoghurt, cream, low fat, fruits flavour",นมและผลิตภัณฑ์,ไม่ระบุ,92,77.2,3.30,0.80,17.90,0,0.80,,,,,,,,,12.00,,0,17.00,17,0.05,0.29,,2,0.00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09035,foundation,"โยเกิร์ต, รสธรรมชาติ","Yoghurt, cream, plain",นมและผลิตภัณฑ์,ไม่ระบุ,106,77.4,3.80,4.00,13.90,0,0.90,129,113,,,,0.20,,,20.00,,13,82.00,83,0.05,0.39,0.30,tr,0.13,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09037,foundation,"โยเกิร์ต, สูตรนมสดผสมนมพร่องมันเนย         73:4,รสผลไม้รวม","Yoghurt, cream, milk mixed  with  low fat milk, fruits flavour",นมและผลิตภัณฑ์,ไม่ระบุ,122,71.1,3.80,2.00,22.30,0,0.80,,,,,,,,,27.00,,12,39.00,40,0.04,0.33,0.40,1,0.09,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09038,foundation,"โยเกิร์ต, สูตรนมสดผสมนมพร่องมันเนย         73:3 รสผลไม้รวม","Yoghurt, cream, milk mixed  with low fat milk, fruits flavour",นมและผลิตภัณฑ์,ไม่ระบุ,125,71.8,3.50,3.20,20.70,0,0.80,106,90,,,,0.30,,,27.00,,20,73.00,74,0.04,0.30,0.30,1,0.11,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09039,foundation,"นมโค 100%, UHT  ()",,นมและผลิตภัณฑ์,ไม่ระบุ,64,87.9,3.04,3.55,4.77,0,0.72,0,0,0,40,0,0.00,0.00,0.00,0.00,,0,0.00,0,0.00,0.00,0.00,0,0.00,,,4.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09040,foundation,"นมถั่วเหลือง สูตร ผสมงาดำ 2 เท่า, UHT  ()",,นมและผลิตภัณฑ์,ไม่ระบุ,59,87.5,2.44,2.16,7.25,0,0.68,88,91,17,48,117,0.36,0.08,1.31,0.00,,0,0.00,0,0.00,0.00,0.00,0,0.00,,,4.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002,foundation,"กะปิ, คุณภาพดี (Shrimp paste, fermented (Ka-pi), first class quality)","Shrimp paste, fermented (Ka-pi",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,40.6,27.30,2.40,0.00,,26.85,1554,630,,,,,,,,,,,,tr,0.36,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003,foundation,"กะปิ, คุณภาพรอง (Shrimp paste, fermented (Ka-pi), second class quality)","Shrimp paste, fermented (Ka-pi",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,27.4,15.70,1.20,0.00,0,,1559,683,,,,,,,,,,,,0.00,0.15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10005,foundation,ขมิ้นชัน,Turmeric/curcuma,เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,83.8,1.70,1.40,0.00,0,1.00,9,41,,,,2.30,,,,,114,,19,0.02,0.03,1.30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001,foundation,กระเทียม,"Garlic, dried bulb",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,107,67.4,6.96,0.31,14.60,9.4,1.33,21,126,24,14,632,1.09,0.12,1.30,,,2,,0,0.19,0.08,4.00,4,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10004,foundation,ขมิ้นขาว,"Turmeric, white",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,86.9,0.50,0.30,0.00,0,,14,4,,,,1.90,,,,,9,,,0.03,0.01,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,foundation,ข่า,Galanga,เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,75.7,1.00,0.30,0.00,0,0.90,18,tr,,,,2.20,,,,,36,,6,0.02,0.02,1.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,foundation,เครื่องแกงเผ็ด,Chilli paste,เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,56.2,4.20,2.50,0.00,0,16.80,97,121,,,,17.10,,,,,648,,54,0.02,0.62,10.20,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009,foundation,ดอกจันทน์เทศ,Mace,เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,19.6,14.20,15.40,0.00,0,2.70,134,142,,,,,,,,,2286,,190,0.05,0.50,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,foundation,เครื่องแกงมัสมั่น,"Chilli paste, matsaman",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,52.6,4.30,24.30,0.00,0,7.30,60,153,,,,12.50,,,,,558,,46,0.02,0.60,8.60,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010,foundation,ตะไคร้,Lemon grass,เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,65.6,1.20,2.10,0.00,0,1.40,35,30,,,,2.60,,,,,258,,21,0.05,0.02,2.20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,foundation,"น้ำบูดู, หวาน","Budu, fish sauce, sweetened",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,203,37.4,4.90,0.20,45.50,0,12.00,36,12,,,,2.20,,,,,0,0.00,0,,,6.60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011,foundation,"น้ำบูดู, เค็ม","Budu, fish sauce, salted",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,47,72.3,7.50,0.70,2.70,0,16.80,88,19,,,,3.80,,,,,0,0.00,0,0.00,0.17,2.90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,foundation,"ใบกระวาน, แห้ง","Bay leaves, dried",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,9.8,9.50,6.30,0.00,0,5.10,16,23,,,,12.60,,,,,0,,0,0.12,0.45,2.40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10015,foundation,"ผักชี, ราก","Coriander, roots",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,84,1.70,0.20,0.00,0,1.90,26,3,,,,1.20,,,,,102,,8,0.03,0.04,2.10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,foundation,ผงกะหรี่,"Curry, powder",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,8.1,7.10,7.00,0.00,0,25.80,7254,72,,,,,,,,,498,,41,1.59,0.28,1.80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016,foundation,"ผักชี้, ลูก","Coriander, seed, dried",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,13.1,13.60,0.60,0.00,0,6.40,512,495,,,,,,,,,102,,8,0.24,0.36,3.50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020,foundation,"พริกไทย, ดำ","Pepper, black",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,321,11.4,11.35,5.40,45.85,22.2,3.80,388,199,136,15,1212,3.40,1.01,0.68,4.65,,900,,75,0.13,0.51,1.23,0,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019,foundation,"พริกไทย, ขาว","Pepper, white",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,11.6,11.30,6.60,0.00,0,1.70,53,164,,,,3.20,,,,,102,,8,0.07,0.07,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017,foundation,"พริกขี้หนู, แห้ง","Chilli pepper, dried",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,20.8,15.80,9.10,0.00,0,3.80,32,360,,,,15.80,,,,,25722,,2143,0.16,0.74,11.20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021,foundation,"พะโล้, ผง ()",,เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,11.3,1.90,8.30,0.00,0,6.30,497,572,,,,,,,,,180,,15,0.90,0.14,8.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10018,foundation,"พริกชี้ฟ้า, แห้ง","Pepper, hot, dried",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,19.9,14.40,11.80,0.00,0,3.90,59,361,,,,17.20,,,,,8214,,684,0.15,0.75,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10022,foundation,"มะกรูด, น้ำ","Leech  lime, juice",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,88.2,0.60,0.00,0.00,0,,20,20,,,,0.60,,,,,,,,0.02,0.03,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10023,foundation,"มะกรูด, ใบ","Leech  lime, leaves",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,57.1,6.80,3.10,0.00,0,4.00,1672,20,,,,3.80,,,,,1818,,151,0.20,0.35,1.00,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10025,foundation,มัสตาด,Mustard,เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,4,31.00,28.40,0.00,0,3.80,3,900,,,,26.10,,,,,,,,0.34,0.09,2.60,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026,foundation,"ยี่หร่า/เทียนขาว, เมล็ด","Cumin, seeds.",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,14.4,14.50,0.60,0.00,0,8.10,2,215,,,,25.50,,,,,180,,15,0.10,0.25,0.60,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10027,foundation,"สะระแหน่, ใบ","Kitchen Mint, leaves",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,86.3,3.70,0.60,0.00,0,1.40,40,7,,,,4.80,,,,,,,,0.13,0.29,0.70,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10024,foundation,"มะกรูด, ผิว","Leech  lime, peels",เครื่องเทศและเครื่องปรุงรส,ไม่ระบุ,0,71.3,4.00,1.90,0.00,0,1.70,138,57,,,,16.70,,,,,18,,1,0.06,0.14,1.20,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
